Date,Match Type,Ranking Type,Rank,Player,Country,Rating,Career Best
2024-01-02,TEST,BATTING,1,864,Kane Williamson,,"919 v Pakistan, 07/01/2021"
2024-01-02,TEST,BATTING,2,859,Joe Root,,"932 v Pakistan, 11/10/2024"
2024-01-02,TEST,BATTING,3,820,Steve Smith,,"947 v England, 30/12/2017"
2024-01-02,TEST,BATTING,4,786,Daryl Mitchell,,"804 v Bangladesh, 02/12/2023"
2024-01-02,TEST,BATTING,5,785,Usman Khawaja,,"847 v England, 02/07/2023"
2024-01-02,TEST,BATTING,6,782,Babar Azam,,"882 v New Zealand, 30/12/2022"
2024-01-02,TEST,BATTING,7,777,Marnus Labuschagne,,"937 v West Indies, 12/12/2022"
2024-01-02,TEST,BATTING,8,773,Harry Brook,,"829 v Pakistan, 11/10/2024"
2024-01-02,TEST,BATTING,9,761,Virat Kohli,,"937 v England, 22/08/2018"
2024-01-02,TEST,BATTING,10,754,Travis Head,,"884 v India, 11/06/2023"
2024-01-02,TEST,BATTING,11,747,Dimuth Karunaratne,,"783 v Ireland, 18/04/2023"
2024-01-02,TEST,BATTING,12,735,Rishabh Pant,,"801 v England, 05/07/2022"
2024-01-02,TEST,BATTING,13,728,Saud Shakeel,,"728 v Australia, 30/12/2023"
2024-01-02,TEST,BATTING,14,719,Rohit Sharma,,"813 v England, 06/09/2021"
2024-01-02,TEST,BATTING,15,685,Temba Bavuma,,"687 v West Indies, 11/08/2024"
2024-01-02,TEST,BATTING,16,683,Jonny Bairstow,,"772 v South Africa, 08/08/2017"
2024-01-02,TEST,BATTING,17,680,Dean Elgar,,"784 v Australia, 03/04/2018"
2024-01-02,TEST,BATTING,18,668,Ben Stokes,,"827 v West Indies, 20/07/2020"
2024-01-02,TEST,BATTING,18,668,Liton Das,,"724 v Sri Lanka, 27/05/2022"
2024-01-02,TEST,BATTING,20,656,Dinesh Chandimal,,"755 v West Indies, 18/06/2018"
2024-01-02,TEST,BATTING,21,651,Abdullah Shafique,,"676 v England, 05/12/2022"
2024-01-02,TEST,BATTING,22,649,Tom Blundell,,"782 v England, 28/02/2023"
2024-01-02,TEST,BATTING,23,647,Mushfiqur Rahim,,"684 v Pakistan, 25/08/2024"
2024-01-02,TEST,BATTING,23,647,Dhananjaya de Silva,,"699 v England, 10/09/2024"
2024-01-02,TEST,BATTING,25,646,Angelo Mathews,,"877 v New Zealand, 30/12/2014"
2024-01-02,TEST,BATTING,26,633,Ben Duckett,,"719 v India, 19/02/2024"
2024-01-02,TEST,BATTING,27,628,Mohammad Rizwan,,"728 v Bangladesh, 25/08/2024"
2024-01-02,TEST,BATTING,28,620,Tom Latham,,"733 v West Indies, 07/12/2020"
2024-01-02,TEST,BATTING,29,618,Aiden Markram,,"759 v Australia, 03/04/2018"
2024-01-02,TEST,BATTING,29,618,Zak Crawley,,"710 v West Indies, 14/07/2024"
2024-01-02,TEST,BATTING,31,616,David Warner,,"880 v India, 13/12/2014"
2024-01-02,TEST,BATTING,32,611,Agha Salman,,"684 v England, 19/10/2024"
2024-01-02,TEST,BATTING,33,607,Kraigg Brathwaite,,"701 v England, 29/08/2017"
2024-01-02,TEST,BATTING,34,602,Devon Conway,,"661 v South Africa, 01/03/2022"
2024-01-02,TEST,BATTING,35,600,Cheteshwar Pujara,,"888 v Sri Lanka, 07/08/2017"
2024-01-02,TEST,BATTING,36,592,Ollie Pope,,"684 v India, 29/01/2024"
2024-01-02,TEST,BATTING,37,590,Imam-ul-Haq,,"632 v Sri Lanka, 20/07/2023"
2024-01-02,TEST,BATTING,38,577,Ravindra Jadeja,,"605 v Australia, 13/02/2023"
2024-01-02,TEST,BATTING,39,566,Shakib Al Hasan,,"694 v Australia, 30/08/2017"
2024-01-02,TEST,BATTING,40,562,Henry Nicholls,,"778 v Bangladesh, 12/03/2019"
2024-01-02,TEST,BATTING,41,560,Alex Carey,,"628 v South Africa, 30/12/2022"
2024-01-02,TEST,BATTING,42,559,Shreyas Iyer,,"666 v Bangladesh, 26/12/2022"
2024-01-02,TEST,BATTING,43,558,Cameron Green,,"661 v New Zealand, 04/03/2024"
2024-01-02,TEST,BATTING,44,557,Ajinkya Rahane,,"825 v New Zealand, 11/10/2016"
2024-01-02,TEST,BATTING,45,555,Craig Ervine,,"555 v West Indies, 14/02/2023"
2024-01-02,TEST,BATTING,46,545,Nazmul Shanto,,"570 v New Zealand, 02/12/2023"
2024-01-02,TEST,BATTING,47,542,Jermaine Blackwood,,"596 v Bangladesh, 07/02/2021"
2024-01-02,TEST,BATTING,48,536,Kusal Mendis,,"693 v West Indies, 18/06/2018"
2024-01-02,TEST,BATTING,49,534,Tamim Iqbal,,"709 v Australia, 30/08/2017"
2024-01-02,TEST,BATTING,50,526,Axar Patel,,"548 v Australia, 13/03/2023"
2024-01-02,TEST,BATTING,51,508,Lokesh Rahul,,"761 v Sri Lanka, 16/08/2017"
2024-01-02,TEST,BATTING,52,504,Mitchell Marsh,,"552 v South Africa, 12/03/2018"
2024-01-02,TEST,BATTING,53,503,Keegan Petersen,,"597 v India, 15/01/2022"
2024-01-02,TEST,BATTING,54,502,Glenn Phillips,,"557 v India, 05/11/2024"
2024-01-02,TEST,BATTING,55,500,Kyle Verreynne,,"614 v Bangladesh, 25/10/2024"
2024-01-02,TEST,BATTING,55,500,Shubman Gill,,"701 v Bangladesh, 23/09/2024"
2024-01-02,TEST,BATTING,57,495,Shan Masood,,"653 v England, 08/08/2020"
2024-01-02,TEST,BATTING,58,493,Mominul Haque,,"661 v Pakistan, 10/05/2015"
2024-01-02,TEST,BATTING,59,492,Rassie van der Dussen,,"557 v New Zealand, 01/03/2022"
2024-01-02,TEST,BATTING,59,492,Nkruma Bonner,,"631 v England, 12/03/2022"
2024-01-02,TEST,BATTING,61,479,Niroshan Dickwella,,"595 v Zimbabwe, 23/01/2020"
2024-01-02,TEST,BATTING,61,479,Harry Tector,,"504 v Sri Lanka, 28/04/2023"
2024-01-02,TEST,BATTING,63,476,Sarfaraz Ahmed,,"715 v Sri Lanka, 21/06/2015"
2024-01-02,TEST,BATTING,64,471,Ben Foakes,,"512 v New Zealand, 20/02/2023"
2024-01-02,TEST,BATTING,65,459,Jason Holder,,"581 v England, 26/01/2019"
2024-01-02,TEST,BATTING,66,450,Lorcan Tucker,,"503 v Zimbabwe, 29/07/2024"
2024-01-02,TEST,BATTING,67,444,Zakir Hasan,,"461 v India, 26/12/2022"
2024-01-02,TEST,BATTING,68,439,Oshada Fernando,,"509 v Pakistan, 23/12/2019"
2024-01-02,TEST,BATTING,69,438,Yashasvi Jaiswal,,"825 v Australia, 26/11/2024"
2024-01-02,TEST,BATTING,70,437,Joshua Da Silva,,"484 v England, 28/03/2022"
2024-01-02,TEST,BATTING,71,436,Kyle Mayers,,"526 v Sri Lanka, 02/04/2021"
2024-01-02,TEST,BATTING,72,435,Marco Jansen,,"435 v India, 30/12/2023"
2024-01-02,TEST,BATTING,73,432,Ibrahim Zadran,,"509 v Ireland, 03/03/2024"
2024-01-02,TEST,BATTING,74,428,Sarel Erwee,,"476 v England, 21/08/2022"
2024-01-02,TEST,BATTING,75,420,Tagenarine Chanderpaul,,"497 v Zimbabwe, 08/02/2023"
2024-01-02,TEST,BATTING,76,414,Mahmudul Hasan Joy,,"472 v South Africa, 04/04/2022"
2024-01-02,TEST,BATTING,77,406,Alick Athanaze,,"488 v Bangladesh, 26/11/2024"
2024-01-02,TEST,BATTING,78,405,David Bedingham,,"528 v New Zealand, 17/02/2024"
2024-01-02,TEST,BATTING,79,400,Ravichandran Ashwin,,"553 v England, 29/11/2016"
2024-01-02,TEST,BATTING,80,394,Innocent Kaia,,"394 v West Indies, 14/02/2023"
2024-01-02,TEST,BATTING,81,380,Hashmatullah Shahidi,,"397 v Zimbabwe, 14/03/2021"
2024-01-02,TEST,BATTING,82,369,Roston Chase,,"626 v Pakistan, 14/05/2017"
2024-01-02,TEST,BATTING,83,368,Chris Woakes,,"496 v India, 13/08/2018"
2024-01-02,TEST,BATTING,84,366,Rahmat Shah,,"477 v Sri Lanka, 06/02/2024"
2024-01-02,TEST,BATTING,85,357,Faheem Ashraf,,"547 v South Africa, 08/02/2021"
2024-01-02,TEST,BATTING,86,350,Nurul Hasan,,"410 v West Indies, 28/06/2022"
2024-01-02,TEST,BATTING,87,336,Curtis Campher,,"353 v Afghanistan, 03/03/2024"
2024-01-02,TEST,BATTING,88,334,Tony de Zorzi,,"578 v Bangladesh, 02/11/2024"
2024-01-02,TEST,BATTING,89,333,Will Young,,"550 v India, 05/11/2024"
2024-01-02,TEST,BATTING,90,329,KNM Fernando,,"355 v Bangladesh, 07/04/2024"
2024-01-02,TEST,BATTING,91,328,Mitchell Santner,,"432 v England, 24/11/2019"
2024-01-02,TEST,BATTING,92,327,Mehidy Hasan,,"467 v South Africa, 25/10/2024"
2024-01-02,TEST,BATTING,93,319,Shamarh Brooks,,"536 v England, 20/07/2020"
2024-01-02,TEST,BATTING,94,316,Moeen Ali,,"655 v South Africa, 08/08/2017"
2024-01-02,TEST,BATTING,95,312,Mitchell Starc,,"446 v India, 27/02/2017"
2024-01-02,TEST,BATTING,95,312,Andrew Balbirnie,,"359 v Afghanistan, 03/03/2024"
2024-01-02,TEST,BATTING,97,308,Peter Handscomb,,"643 v Bangladesh, 07/09/2017"
2024-01-02,TEST,BATTING,98,305,Paul Stirling,,"366 v Sri Lanka, 28/04/2023"
2024-01-02,TEST,BATTING,99,302,Shardul Thakur,,"423 v England, 06/09/2021"
2024-01-02,TEST,BATTING,100,300,Keshav Maharaj,,"319 v Australia, 08/01/2023"
2024-01-02,TEST,BOWLING,1,872,Ravichandran Ashwin,,"904 v England, 12/12/2016"
2024-01-02,TEST,BOWLING,2,854,Kagiso Rabada,,"902 v Australia, 12/03/2018"
2024-01-02,TEST,BOWLING,3,841,Pat Cummins,,"914 v England, 18/08/2019"
2024-01-02,TEST,BOWLING,4,774,Ravindra Jadeja,,"899 v Australia, 20/03/2017"
2024-01-02,TEST,BOWLING,5,767,Jasprit Bumrah,,"883 v Australia, 26/11/2024"
2024-01-02,TEST,BOWLING,6,762,Ollie Robinson,,"820 v New Zealand, 20/02/2023"
2024-01-02,TEST,BOWLING,7,761,James Anderson,,"903 v India, 13/08/2018"
2024-01-02,TEST,BOWLING,8,754,Mitchell Starc,,"806 v New Zealand, 16/12/2019"
2024-01-02,TEST,BOWLING,9,751,Prabath Jayasuriya,,"783 v Afghanistan, 06/02/2024"
2024-01-02,TEST,BOWLING,10,749,Nathan Lyon,,"801 v New Zealand, 12/03/2024"
2024-01-02,TEST,BOWLING,11,743,Josh Hazlewood,,"863 v India, 08/03/2017"
2024-01-02,TEST,BOWLING,12,740,Shaheen Afridi,,"836 v Sri Lanka, 20/07/2022"
2024-01-02,TEST,BOWLING,13,724,Tim Southee,,"839 v India, 29/11/2021"
2024-01-02,TEST,BOWLING,14,708,Kyle Jamieson,,"836 v England, 06/06/2022"
2024-01-02,TEST,BOWLING,15,706,Taijul Islam,,"708 v New Zealand, 02/12/2023"
2024-01-02,TEST,BOWLING,16,684,Anrich Nortje,,"698 v West Indies, 04/03/2023"
2024-01-02,TEST,BOWLING,17,658,Kemar Roach,,"780 v India, 02/09/2019"
2024-01-02,TEST,BOWLING,18,657,Neil Wagner,,"859 v Australia, 30/12/2019"
2024-01-02,TEST,BOWLING,19,640,Mark Wood,,"640 v Australia, 31/07/2023"
2024-01-02,TEST,BOWLING,20,636,Mohammad Shami,,"790 v Bangladesh, 16/11/2019"
2024-01-02,TEST,BOWLING,21,624,Chris Woakes,,"690 v Pakistan, 08/08/2020"
2024-01-02,TEST,BOWLING,22,618,Marco Jansen,,"636 v Australia, 21/12/2022"
2024-01-02,TEST,BOWLING,23,617,Mehidy Hasan,,"641 v New Zealand, 03/03/2019"
2024-01-02,TEST,BOWLING,24,612,Jason Holder,,"862 v England, 12/07/2020"
2024-01-02,TEST,BOWLING,25,578,Keshav Maharaj,,"695 v Zimbabwe, 30/12/2017"
2024-01-02,TEST,BOWLING,26,576,Hasan Ali,,"760 v Bangladesh, 08/12/2021"
2024-01-02,TEST,BOWLING,27,573,Jack Leach,,"604 v New Zealand, 27/06/2022"
2024-01-02,TEST,BOWLING,28,569,Ramesh Mendis,,"641 v Pakistan, 20/07/2023"
2024-01-02,TEST,BOWLING,29,566,Shakib Al Hasan,,"705 v Australia, 30/08/2017"
2024-01-02,TEST,BOWLING,30,559,Mohammed Siraj,,"661 v South Africa, 07/01/2024"
2024-01-02,TEST,BOWLING,31,558,Matt Henry,,"751 v India, 20/10/2024"
2024-01-02,TEST,BOWLING,32,555,Axar Patel,,"650 v Bangladesh, 18/12/2022"
2024-01-02,TEST,BOWLING,33,551,Kyle Mayers,,"562 v South Africa, 12/03/2023"
2024-01-02,TEST,BOWLING,34,548,Ajaz Patel,,"630 v India, 05/11/2024"
2024-01-02,TEST,BOWLING,35,529,Alzarri Joseph,,"577 v South Africa, 12/03/2023"
2024-01-02,TEST,BOWLING,35,529,Umesh Yadav,,"672 v Bangladesh, 24/11/2019"
2024-01-02,TEST,BOWLING,37,524,Lungi Ngidi,,"638 v India, 15/01/2022"
2024-01-02,TEST,BOWLING,38,519,Naseem Shah,,"536 v Bangladesh, 25/08/2024"
2024-01-02,TEST,BOWLING,39,511,Shannon Gabriel,,"757 v Bangladesh, 14/07/2018"
2024-01-02,TEST,BOWLING,40,487,Nauman Ali,,"759 v England, 28/10/2024"
2024-01-02,TEST,BOWLING,41,472,Asitha Fernando,,"734 v England, 02/09/2024"
2024-01-02,TEST,BOWLING,42,460,Ben Stokes,,"606 v West Indies, 26/01/2019"
2024-01-02,TEST,BOWLING,43,454,Abrar Ahmed,,"463 v Sri Lanka, 28/07/2023"
2024-01-02,TEST,BOWLING,44,441,Jayden Seales,,"706 v Bangladesh, 26/11/2024"
2024-01-02,TEST,BOWLING,45,426,Nayeem Hasan,,"426 v New Zealand, 10/12/2023"
2024-01-02,TEST,BOWLING,46,425,Gudakesh Motie-Kanhai,,"447 v Zimbabwe, 14/02/2023"
2024-01-02,TEST,BOWLING,47,422,Kasun Rajitha,,"515 v Bangladesh, 26/03/2024"
2024-01-02,TEST,BOWLING,48,416,Kuldeep Yadav,,"686 v England, 11/03/2024"
2024-01-02,TEST,BOWLING,49,413,Moeen Ali,,"633 v West Indies, 19/08/2017"
2024-01-02,TEST,BOWLING,50,397,Lahiru Kumara,,"544 v England, 10/09/2024"
2024-01-02,TEST,BOWLING,51,381,Scott Boland,,"534 v India, 11/06/2023"
2024-01-02,TEST,BOWLING,52,377,Roston Chase,,"505 v England, 28/07/2020"
2024-01-02,TEST,BOWLING,53,376,Matthew Potts,,"432 v India, 05/07/2022"
2024-01-02,TEST,BOWLING,54,372,Shardul Thakur,,"489 v South Africa, 15/01/2022"
2024-01-02,TEST,BOWLING,54,372,Todd Murphy,,"380 v England, 31/07/2023"
2024-01-02,TEST,BOWLING,56,360,Vishwa Fernando,,"551 v England, 10/09/2024"
2024-01-02,TEST,BOWLING,57,359,Aamer Jamal,,"432 v Australia, 07/01/2024"
2024-01-02,TEST,BOWLING,58,345,Josh Tongue,,"356 v Australia, 02/07/2023"
2024-01-02,TEST,BOWLING,59,338,Jomel Warrican,,"396 v South Africa, 19/08/2024"
2024-01-02,TEST,BOWLING,60,336,Mohammad Shoriful Islam,,"338 v Pakistan, 25/08/2024"
2024-01-02,TEST,BOWLING,61,334,Joe Root,,"377 v India, 29/01/2024"
2024-01-02,TEST,BOWLING,62,321,Ebadot Hussain,,"328 v Afghanistan, 18/06/2023"
2024-01-02,TEST,BOWLING,63,305,Ish Sodhi,,"365 v Pakistan, 06/01/2023"
2024-01-02,TEST,BOWLING,65,293,Cameron Green,,"338 v England, 18/01/2022"
2024-01-02,TEST,BOWLING,66,290,Glenn Phillips,,"411 v Australia, 04/03/2024"
2024-01-02,TEST,BOWLING,67,288,Hamza Hotak,,"389 v Zimbabwe, 06/03/2021"
2024-01-02,TEST,BOWLING,67,288,Rahkeem Cornwall,,"376 v Sri Lanka, 25/03/2021"
2024-01-02,TEST,BOWLING,69,285,Simon Harmer,,"391 v Bangladesh, 12/04/2022"
2024-01-02,TEST,BOWLING,70,276,Victor Nyauchi,,"327 v Afghanistan, 06/03/2021"
2024-01-02,TEST,BOWLING,71,270,Nandre Burger,,"380 v India, 07/01/2024"
2024-01-02,TEST,BOWLING,72,262,Mitchell Marsh,,"349 v West Indies, 30/12/2015"
2024-01-02,TEST,BOWLING,73,261,Blair Tickner,,"266 v Sri Lanka, 21/03/2023"
2024-01-02,TEST,BOWLING,74,260,Mitchell Santner,,"458 v India, 28/10/2024"
2024-01-02,TEST,BOWLING,75,257,Willem Mulder,,"389 v Bangladesh, 25/10/2024"
2024-01-02,TEST,BOWLING,76,244,Rehan Ahmed,,"297 v Pakistan, 28/10/2024"
2024-01-02,TEST,BOWLING,77,239,Mohammad Nawaz,,"316 v Sri Lanka, 28/07/2022"
2024-01-02,TEST,BOWLING,78,237,Donald Tiripano,,"248 v Bangladesh, 11/07/2021"
2024-01-02,TEST,BOWLING,79,236,Yamin Ahmadzai,,"360 v Bangladesh, 08/09/2019"
2024-01-02,TEST,BOWLING,80,233,Gerald Coetzee,,"325 v West Indies, 12/03/2023"
2024-01-02,TEST,BOWLING,81,226,Zahid Mahmood,,"243 v England, 13/12/2022"
2024-01-02,TEST,BOWLING,82,222,Taskin Ahmed,,"383 v West Indies, 26/11/2024"
2024-01-02,TEST,BOWLING,83,221,Brandon Mavuta,,"221 v West Indies, 14/02/2023"
2024-01-02,TEST,BOWLING,84,219,Matthew Kuhnemann,,"255 v India, 05/03/2023"
2024-01-02,TEST,BOWLING,85,218,Faheem Ashraf,,"292 v South Africa, 15/01/2019"
2024-01-02,TEST,BOWLING,85,218,Michael Neser,,"254 v West Indies, 12/12/2022"
2024-01-02,TEST,BOWLING,87,202,Dhananjaya de Silva,,"257 v New Zealand, 30/09/2024"
2024-01-02,TEST,BOWLING,88,193,Khaled Ahmed,,"259 v Sri Lanka, 07/04/2024"
2024-01-02,TEST,BOWLING,89,179,Khurram Shahzad,,"357 v Bangladesh, 03/09/2024"
2024-01-02,TEST,BOWLING,90,173,Mark Adair,,"343 v Zimbabwe, 29/07/2024"
2024-01-02,TEST,BOWLING,91,171,Andy McBrine,,"233 v Zimbabwe, 29/07/2024"
2024-01-02,TEST,BOWLING,92,170,Agha Salman,,"201 v Sri Lanka, 20/07/2023"
2024-01-02,TEST,BOWLING,93,165,Khan,,"165 v Bangladesh, 18/06/2023"
2024-01-02,TEST,BOWLING,94,161,Kraigg Brathwaite,,"225 v India, 25/07/2016"
2024-01-02,TEST,BOWLING,95,160,Mir Hamza,,"231 v Bangladesh, 03/09/2024"
2024-01-02,TEST,BOWLING,96,143,Will Jacks,,"192 v Pakistan, 05/12/2022"
2024-01-02,TEST,BOWLING,97,138,Mominul Haque,,"151 v New Zealand, 02/12/2023"
2024-01-02,TEST,BOWLING,98,130,Travis Head,,"165 v South Africa, 08/01/2023"
2024-01-02,TEST,BOWLING,99,121,Nijat Masood,,"196 v Ireland, 03/03/2024"
2024-01-02,TEST,BOWLING,100,119,Angelo Mathews,,"246 v India, 01/09/2015"
2024-01-02,TEST,BOWLING,101,111,Wellington Masakadza,,"111 v West Indies, 14/02/2023"
2024-01-02,ODI,BATTING,1,824,Babar Azam,,"898 v West Indies, 10/06/2022"
2024-01-02,ODI,BATTING,2,801,Shubman Gill,,"847 v Australia, 24/09/2023"
2024-01-02,ODI,BATTING,3,768,Virat Kohli,,"911 v England, 12/07/2018"
2024-01-02,ODI,BATTING,4,746,Rohit Sharma,,"885 v Sri Lanka, 06/07/2019"
2024-01-02,ODI,BATTING,5,745,David Warner,,"880 v Pakistan, 26/01/2017"
2024-01-02,ODI,BATTING,6,728,Daryl Mitchell,,"750 v India, 15/11/2023"
2024-01-02,ODI,BATTING,7,723,Harry Tector,,"767 v Afghanistan, 07/03/2024"
2024-01-02,ODI,BATTING,8,707,Dawid Malan,,"730 v Netherlands, 08/11/2023"
2024-01-02,ODI,BATTING,9,701,Rassie van der Dussen,,"796 v England, 19/07/2022"
2024-01-02,ODI,BATTING,10,699,Shai Hope,,"808 v Bangladesh, 17/05/2019"
2024-01-02,ODI,BATTING,11,697,Heinrich Klaasen,,"756 v Bangladesh, 24/10/2023"
2024-01-02,ODI,BATTING,12,689,Shreyas Iyer,,"710 v New Zealand, 15/11/2023"
2024-01-02,ODI,BATTING,13,684,Ibrahim Zadran,,"692 v Australia, 07/11/2023"
2024-01-02,ODI,BATTING,14,682,Fakhar Zaman,,"784 v New Zealand, 29/04/2023"
2024-01-02,ODI,BATTING,15,679,Travis Head,,"696 v England, 19/09/2024"
2024-01-02,ODI,BATTING,16,672,Imam-ul-Haq,,"815 v West Indies, 12/06/2022"
2024-01-02,ODI,BATTING,17,666,Lokesh Rahul,,"674 v South Africa, 19/12/2023"
2024-01-02,ODI,BATTING,18,654,David Miller,,"673 v Australia, 16/11/2023"
2024-01-02,ODI,BATTING,19,638,Steve Smith,,"752 v Pakistan, 22/01/2017"
2024-01-02,ODI,BATTING,20,629,Marnus Labuschagne,,"644 v England, 19/09/2024"
2024-01-02,ODI,BATTING,21,627,Kariyawasa Asalanka,,"683 v Bangladesh, 15/03/2024"
2024-01-02,ODI,BATTING,22,623,Aiden Markram,,"656 v Pakistan, 27/10/2023"
2024-01-02,ODI,BATTING,23,622,Rahmanullah Gurbaz,,"693 v Bangladesh, 11/11/2024"
2024-01-02,ODI,BATTING,24,618,Scott Edwards,,"648 v Bangladesh, 28/10/2023"
2024-01-02,ODI,BATTING,24,618,Glenn Maxwell,,"735 v India, 20/01/2016"
2024-01-02,ODI,BATTING,26,617,Pathum Nissanka,,"728 v Bangladesh, 15/03/2024"
2024-01-02,ODI,BATTING,27,614,Gerhard Erasmus,,"618 v UAE, 02/04/2023"
2024-01-02,ODI,BATTING,28,608,Paul Stirling,,"697 v Netherlands, 04/06/2021"
2024-01-02,ODI,BATTING,29,602,Sikandar Raza,,"627 v India, 22/08/2022"
2024-01-02,ODI,BATTING,30,597,Mohammad Rizwan,,"605 v Zimbabwe, 24/11/2024"
2024-01-02,ODI,BATTING,30,597,Jos Buttler,,"741 v Bangladesh, 08/06/2019"
2024-01-02,ODI,BATTING,32,596,Temba Bavuma,,"691 v Australia, 12/09/2023"
2024-01-02,ODI,BATTING,33,594,Mushfiqur Rahim,,"739 v Sri Lanka, 25/05/2021"
2024-01-02,ODI,BATTING,34,589,Tom Latham,,"657 v Pakistan, 09/01/2023"
2024-01-02,ODI,BATTING,35,586,Rahmat Shah,,"635 v Sri Lanka, 27/11/2022"
2024-01-02,ODI,BATTING,36,583,Kane Williamson,,"799 v India, 09/07/2019"
2024-01-02,ODI,BATTING,36,583,Nicholas Pooran,,"634 v Ireland, 12/01/2020"
2024-01-02,ODI,BATTING,38,580,Will Young,,"608 v Sri Lanka, 19/11/2024"
2024-01-02,ODI,BATTING,39,577,Mitchell Marsh,,"641 v New Zealand, 06/12/2016"
2024-01-02,ODI,BATTING,40,576,Ben Stokes,,"694 v New Zealand, 14/07/2019"
2024-01-02,ODI,BATTING,41,573,Jonny Bairstow,,"796 v India, 26/03/2021"
2024-01-02,ODI,BATTING,42,569,Jason Roy,,"782 v Australia, 11/07/2019"
2024-01-02,ODI,BATTING,43,565,Joe Root,,"824 v Sri Lanka, 13/10/2018"
2024-01-02,ODI,BATTING,44,562,Devon Conway,,"602 v Bangladesh, 13/10/2023"
2024-01-02,ODI,BATTING,45,554,Shakib Al Hasan,,"692 v Pakistan, 05/07/2019"
2024-01-02,ODI,BATTING,46,550,Kusal Mendis,,"631 v Zimbabwe, 30/06/2017"
2024-01-02,ODI,BATTING,47,549,Sean Williams,,"571 v Sri Lanka, 02/07/2023"
2024-01-02,ODI,BATTING,48,537,Hashmatullah Shahidi,,"545 v Netherlands, 03/11/2023"
2024-01-02,ODI,BATTING,49,536,Nazmul Shanto,,"610 v Afghanistan, 09/11/2024"
2024-01-02,ODI,BATTING,49,536,Assad Vala,,"550 v Nepal, 27/02/2023"
2024-01-02,ODI,BATTING,51,535,Sadeera Samarawickrama,,"575 v Afghanistan, 14/02/2024"
2024-01-02,ODI,BATTING,52,534,Ishan Kishan,,"625 v Sri Lanka, 12/09/2023"
2024-01-02,ODI,BATTING,53,532,Rachin Ravindra,,"560 v Sri Lanka, 09/11/2023"
2024-01-02,ODI,BATTING,54,530,Liton Liton Das,,"627 v Zimbabwe, 05/08/2022"
2024-01-02,ODI,BATTING,55,529,Mahmudullah,,"595 v India, 07/12/2022"
2024-01-02,ODI,BATTING,55,529,George Munsey,,"587 v Namibia, 10/07/2022"
2024-01-02,ODI,BATTING,57,527,Andrew Balbirnie,,"584 v South Africa, 13/07/2021"
2024-01-02,ODI,BATTING,58,522,Alex Carey,,"656 v New Zealand, 06/09/2022"
2024-01-02,ODI,BATTING,59,518,Vriitya Aravind,,"538 v Oman, 21/06/2023"
2024-01-02,ODI,BATTING,60,512,Gajanand Singh,,"512 v UAE, 06/07/2023"
2024-01-02,ODI,BATTING,61,510,Aaron Jones,,"540 v Papua New Guinea, 02/04/2023"
2024-01-02,ODI,BATTING,62,507,Tamim Iqbal,,"737 v West Indies, 28/07/2018"
2024-01-02,ODI,BATTING,63,506,Kyle Coetzer,,"647 v Ireland, 18/03/2018"
2024-01-02,ODI,BATTING,63,506,Max O'Dowd,,"541 v United States, 21/08/2024"
2024-01-02,ODI,BATTING,65,501,Aqib Ilyas,,"578 v United States, 11/02/2020"
2024-01-02,ODI,BATTING,66,500,Muhammad Waseem,,"511 v Nepal, 01/05/2023"
2024-01-02,ODI,BATTING,67,496,Richard Berrington,,"535 v United States, 29/05/2022"
2024-01-02,ODI,BATTING,68,493,Monank Patel,,"554 v Papua New Guinea, 25/11/2022"
2024-01-02,ODI,BATTING,69,487,Zeeshan Maqsood,,"514 v Ireland, 19/06/2023"
2024-01-02,ODI,BATTING,70,484,Michael Leask,,"491 v UAE, 23/06/2023"
2024-01-02,ODI,BATTING,71,481,Glenn Phillips,,"496 v India, 15/11/2023"
2024-01-02,ODI,BATTING,72,479,Aasif Sheikh,,"496 v Papua New Guinea, 13/03/2023"
2024-01-02,ODI,BATTING,73,476,Curtis Campher,,"496 v South Africa, 07/10/2024"
2024-01-02,ODI,BATTING,73,476,Ayaan Khan,,"476 v West Indies, 05/07/2023"
2024-01-02,ODI,BATTING,73,476,Asif Khan,,"476 v United States, 06/07/2023"
2024-01-02,ODI,BATTING,76,469,Azmatullah Omarzai,,"590 v South Africa, 20/09/2024"
2024-01-02,ODI,BATTING,77,464,Kashyap Prajapati,,"464 v West Indies, 05/07/2023"
2024-01-02,ODI,BATTING,78,463,Henry Nicholls,,"596 v Bangladesh, 20/03/2021"
2024-01-02,ODI,BATTING,79,462,Steven Taylor,,"501 v Jersey, 04/04/2023"
2024-01-02,ODI,BATTING,80,461,R.K. Paudel,,"519 v Papua New Guinea, 27/02/2023"
2024-01-02,ODI,BATTING,81,460,Najibullah Zadran,,"555 v Sri Lanka, 30/11/2022"
2024-01-02,ODI,BATTING,82,459,Mohammad Mohammad Nabi,,"545 v Bangladesh, 28/09/2016"
2024-01-02,ODI,BATTING,83,458,Brandon King,,"478 v England, 06/11/2024"
2024-01-02,ODI,BATTING,84,457,Michael van Lingen,,"536 v UAE, 26/09/2024"
2024-01-02,ODI,BATTING,85,456,Tony de Zorzi,,"497 v Afghanistan, 22/09/2024"
2024-01-02,ODI,BATTING,86,453,Jatinder Singh,,"506 v UAE, 29/04/2023"
2024-01-02,ODI,BATTING,87,452,George Dockrell,,"460 v England, 23/09/2023"
2024-01-02,ODI,BATTING,88,450,Craig Ervine,,"524 v Afghanistan, 18/10/2015"
