Date,Match Type,Ranking Type,Rank,Player,Country,Rating,Career Best
2024-03-02,TEST,BATTING,74,435,Oshada Fernando,,"509 v Pakistan, 23/12/2019"
2024-03-02,TEST,BATTING,75,427,Kyle Mayers,,"526 v Sri Lanka, 02/04/2021"
2024-03-02,TEST,BATTING,76,415,Sarel Erwee,,"476 v England, 21/08/2022"
2024-03-02,TEST,BATTING,77,414,Mahmudul Hasan Joy,,"472 v South Africa, 04/04/2022"
2024-03-02,TEST,BATTING,78,402,Kirk McKenzie,,"402 v Australia, 29/01/2024"
2024-03-02,TEST,BATTING,79,397,Marco Jansen,,"435 v India, 30/12/2023"
2024-03-02,TEST,BATTING,80,394,Innocent Kaia,,"394 v West Indies, 14/02/2023"
2024-03-02,TEST,BATTING,81,386,Rachin Ravindra,,"711 v India, 28/10/2024"
2024-03-02,TEST,BATTING,82,382,Ravichandran Ashwin,,"553 v England, 29/11/2016"
2024-03-02,TEST,BATTING,83,375,Tagenarine Chanderpaul,,"497 v Zimbabwe, 08/02/2023"
2024-03-02,TEST,BATTING,84,370,Kavem Hodge,,"450 v England, 30/07/2024"
2024-03-02,TEST,BATTING,85,365,Will Young,,"550 v India, 05/11/2024"
2024-03-02,TEST,BATTING,86,364,Hashmatullah Shahidi,,"397 v Zimbabwe, 14/03/2021"
2024-03-02,TEST,BATTING,87,362,Roston Chase,,"626 v Pakistan, 14/05/2017"
2024-03-02,TEST,BATTING,88,354,Faheem Ashraf,,"547 v South Africa, 08/02/2021"
2024-03-02,TEST,BATTING,89,353,Chris Woakes,,"496 v India, 13/08/2018"
2024-03-02,TEST,BATTING,90,350,Nurul Hasan,,"410 v West Indies, 28/06/2022"
2024-03-02,TEST,BATTING,91,349,Kevin Sinclair,,"349 v Australia, 29/01/2024"
2024-03-02,TEST,BATTING,92,346,Alick Athanaze,,"488 v Bangladesh, 26/11/2024"
2024-03-02,TEST,BATTING,93,340,KNM Fernando,,"355 v Bangladesh, 07/04/2024"
2024-03-02,TEST,BATTING,94,336,Curtis Campher,,"353 v Afghanistan, 03/03/2024"
2024-03-02,TEST,BATTING,95,328,Noor Ali,,"328 v Sri Lanka, 06/02/2024"
2024-03-02,TEST,BATTING,96,327,Mehidy Hasan,,"467 v South Africa, 25/10/2024"
2024-03-02,TEST,BATTING,97,314,Mitchell Santner,,"432 v England, 24/11/2019"
2024-03-02,TEST,BATTING,98,313,Shamarh Brooks,,"536 v England, 20/07/2020"
2024-03-02,TEST,BATTING,99,312,Andrew Balbirnie,,"359 v Afghanistan, 03/03/2024"
2024-03-02,TEST,BATTING,100,305,Aamer Jamal,,"335 v England, 19/10/2024"
2024-03-02,TEST,BOWLING,1,867,Jasprit Bumrah,,"883 v Australia, 26/11/2024"
2024-03-02,TEST,BOWLING,2,846,Ravichandran Ashwin,,"904 v England, 12/12/2016"
2024-03-02,TEST,BOWLING,3,834,Kagiso Rabada,,"902 v Australia, 12/03/2018"
2024-03-02,TEST,BOWLING,4,828,Pat Cummins,,"914 v England, 18/08/2019"
2024-03-02,TEST,BOWLING,5,818,Josh Hazlewood,,"863 v India, 08/03/2017"
2024-03-02,TEST,BOWLING,6,785,Ravindra Jadeja,,"899 v Australia, 20/03/2017"
2024-03-02,TEST,BOWLING,7,783,Prabath Jayasuriya,,"783 v Afghanistan, 06/02/2024"
2024-03-02,TEST,BOWLING,8,746,Nathan Lyon,,"801 v New Zealand, 12/03/2024"
2024-03-02,TEST,BOWLING,9,743,Kyle Jamieson,,"836 v England, 06/06/2022"
2024-03-02,TEST,BOWLING,10,742,James Anderson,,"903 v India, 13/08/2018"
2024-03-02,TEST,BOWLING,11,737,Mitchell Starc,,"806 v New Zealand, 16/12/2019"
2024-03-02,TEST,BOWLING,12,733,Shaheen Afridi,,"836 v Sri Lanka, 20/07/2022"
2024-03-02,TEST,BOWLING,13,707,Ollie Robinson,,"820 v New Zealand, 20/02/2023"
2024-03-02,TEST,BOWLING,14,706,Taijul Islam,,"708 v New Zealand, 02/12/2023"
2024-03-02,TEST,BOWLING,15,673,Tim Southee,,"839 v India, 29/11/2021"
2024-03-02,TEST,BOWLING,16,666,Kemar Roach,,"780 v India, 02/09/2019"
2024-03-02,TEST,BOWLING,17,664,Anrich Nortje,,"698 v West Indies, 04/03/2023"
2024-03-02,TEST,BOWLING,18,640,Neil Wagner,,"859 v Australia, 30/12/2019"
2024-03-02,TEST,BOWLING,19,617,Mehidy Hasan,,"641 v New Zealand, 03/03/2019"
2024-03-02,TEST,BOWLING,20,608,Mark Wood,,"640 v Australia, 31/07/2023"
2024-03-02,TEST,BOWLING,20,608,Mohammed Siraj,,"661 v South Africa, 07/01/2024"
2024-03-02,TEST,BOWLING,22,604,Mohammad Shami,,"790 v Bangladesh, 16/11/2019"
2024-03-02,TEST,BOWLING,23,600,Jason Holder,,"862 v England, 12/07/2020"
2024-03-02,TEST,BOWLING,24,599,Chris Woakes,,"690 v Pakistan, 08/08/2020"
2024-03-02,TEST,BOWLING,25,592,Marco Jansen,,"636 v Australia, 21/12/2022"
2024-03-02,TEST,BOWLING,26,582,Matt Henry,,"751 v India, 20/10/2024"
2024-03-02,TEST,BOWLING,27,566,Shakib Al Hasan,,"705 v Australia, 30/08/2017"
2024-03-02,TEST,BOWLING,27,566,Keshav Maharaj,,"695 v Zimbabwe, 30/12/2017"
2024-03-02,TEST,BOWLING,29,563,Ramesh Mendis,,"641 v Pakistan, 20/07/2023"
2024-03-02,TEST,BOWLING,30,558,Lungi Ngidi,,"638 v India, 15/01/2022"
2024-03-02,TEST,BOWLING,31,555,Jack Leach,,"604 v New Zealand, 27/06/2022"
2024-03-02,TEST,BOWLING,32,552,Alzarri Joseph,,"577 v South Africa, 12/03/2023"
2024-03-02,TEST,BOWLING,32,552,Kuldeep Yadav,,"686 v England, 11/03/2024"
2024-03-02,TEST,BOWLING,34,551,Hasan Ali,,"760 v Bangladesh, 08/12/2021"
2024-03-02,TEST,BOWLING,35,550,Asitha Fernando,,"734 v England, 02/09/2024"
2024-03-02,TEST,BOWLING,36,540,Kyle Mayers,,"562 v South Africa, 12/03/2023"
2024-03-02,TEST,BOWLING,37,537,Ajaz Patel,,"630 v India, 05/11/2024"
2024-03-02,TEST,BOWLING,38,531,Axar Patel,,"650 v Bangladesh, 18/12/2022"
2024-03-02,TEST,BOWLING,39,514,Naseem Shah,,"536 v Bangladesh, 25/08/2024"
2024-03-02,TEST,BOWLING,40,504,Duanne Olivier,,"692 v Sri Lanka, 23/02/2019"
2024-03-02,TEST,BOWLING,41,503,Umesh Yadav,,"672 v Bangladesh, 24/11/2019"
2024-03-02,TEST,BOWLING,42,501,Shannon Gabriel,,"757 v Bangladesh, 14/07/2018"
2024-03-02,TEST,BOWLING,43,482,Nauman Ali,,"759 v England, 28/10/2024"
2024-03-02,TEST,BOWLING,44,449,Abrar Ahmed,,"463 v Sri Lanka, 28/07/2023"
2024-03-02,TEST,BOWLING,45,435,Kasun Rajitha,,"515 v Bangladesh, 26/03/2024"
2024-03-02,TEST,BOWLING,46,432,Jayden Seales,,"706 v Bangladesh, 26/11/2024"
2024-03-02,TEST,BOWLING,46,432,Aamer Jamal,,"432 v Australia, 07/01/2024"
2024-03-02,TEST,BOWLING,48,426,Nayeem Hasan,,"426 v New Zealand, 10/12/2023"
2024-03-02,TEST,BOWLING,49,410,Ben Stokes,,"606 v West Indies, 26/01/2019"
2024-03-02,TEST,BOWLING,50,397,Moeen Ali,,"633 v West Indies, 19/08/2017"
2024-03-02,TEST,BOWLING,50,397,Shamar Joseph,,"397 v Australia, 29/01/2024"
2024-03-02,TEST,BOWLING,52,395,Vishwa Fernando,,"551 v England, 10/09/2024"
2024-03-02,TEST,BOWLING,53,393,Lahiru Kumara,,"544 v England, 10/09/2024"
2024-03-02,TEST,BOWLING,54,378,Gudakesh Motie-Kanhai,,"447 v Zimbabwe, 14/02/2023"
2024-03-02,TEST,BOWLING,55,372,Nandre Burger,,"380 v India, 07/01/2024"
2024-03-02,TEST,BOWLING,56,370,Scott Boland,,"534 v India, 11/06/2023"
2024-03-02,TEST,BOWLING,56,370,Roston Chase,,"505 v England, 28/07/2020"
2024-03-02,TEST,BOWLING,58,361,Todd Murphy,,"380 v England, 31/07/2023"
2024-03-02,TEST,BOWLING,58,361,Matthew Potts,,"432 v India, 05/07/2022"
2024-03-02,TEST,BOWLING,60,354,Shardul Thakur,,"489 v South Africa, 15/01/2022"
2024-03-02,TEST,BOWLING,61,353,Joe Root,,"377 v India, 29/01/2024"
2024-03-02,TEST,BOWLING,62,350,William O’Rourke,,"515 v India, 20/10/2024"
2024-03-02,TEST,BOWLING,63,336,Mohammad Shoriful Islam,,"338 v Pakistan, 25/08/2024"
2024-03-02,TEST,BOWLING,64,332,Josh Tongue,,"356 v Australia, 02/07/2023"
2024-03-02,TEST,BOWLING,65,331,Jomel Warrican,,"396 v South Africa, 19/08/2024"
2024-03-02,TEST,BOWLING,66,326,Tom Hartley,,"382 v India, 06/02/2024"
2024-03-02,TEST,BOWLING,67,323,Mitchell Santner,,"458 v India, 28/10/2024"
2024-03-02,TEST,BOWLING,68,322,Glenn Phillips,,"411 v Australia, 04/03/2024"
2024-03-02,TEST,BOWLING,69,321,Ebadot Hussain,,"328 v Afghanistan, 18/06/2023"
2024-03-02,TEST,BOWLING,70,299,Ish Sodhi,,"365 v Pakistan, 06/01/2023"
2024-03-02,TEST,BOWLING,71,293,Cameron Green,,"338 v England, 18/01/2022"
2024-03-02,TEST,BOWLING,73,288,Neil Brand,,"293 v New Zealand, 08/02/2024"
2024-03-02,TEST,BOWLING,73,288,Dane Piedt,,"333 v West Indies, 19/08/2024"
2024-03-02,TEST,BOWLING,75,285,Hamza Hotak,,"389 v Zimbabwe, 06/03/2021"
2024-03-02,TEST,BOWLING,76,282,Rahkeem Cornwall,,"376 v Sri Lanka, 25/03/2021"
2024-03-02,TEST,BOWLING,77,278,Sajid Khan,,"520 v England, 28/10/2024"
2024-03-02,TEST,BOWLING,78,277,Simon Harmer,,"391 v Bangladesh, 12/04/2022"
2024-03-02,TEST,BOWLING,79,276,Victor Nyauchi,,"327 v Afghanistan, 06/03/2021"
2024-03-02,TEST,BOWLING,80,275,Shoaib Bashir,,"404 v West Indies, 22/07/2024"
2024-03-02,TEST,BOWLING,81,261,Mitchell Marsh,,"349 v West Indies, 30/12/2015"
2024-03-02,TEST,BOWLING,82,257,Rehan Ahmed,,"297 v Pakistan, 28/10/2024"
2024-03-02,TEST,BOWLING,83,256,Blair Tickner,,"266 v Sri Lanka, 21/03/2023"
2024-03-02,TEST,BOWLING,84,250,Willem Mulder,,"389 v Bangladesh, 25/10/2024"
2024-03-02,TEST,BOWLING,85,237,Donald Tiripano,,"248 v Bangladesh, 11/07/2021"
2024-03-02,TEST,BOWLING,86,236,Mohammad Nawaz,,"316 v Sri Lanka, 28/07/2022"
2024-03-02,TEST,BOWLING,87,234,Yamin Ahmadzai,,"360 v Bangladesh, 08/09/2019"
2024-03-02,TEST,BOWLING,88,226,Gerald Coetzee,,"325 v West Indies, 12/03/2023"
2024-03-02,TEST,BOWLING,89,224,Zahid Mahmood,,"243 v England, 13/12/2022"
2024-03-02,TEST,BOWLING,90,222,Taskin Ahmed,,"383 v West Indies, 26/11/2024"
2024-03-02,TEST,BOWLING,91,221,Brandon Mavuta,,"221 v West Indies, 14/02/2023"
2024-03-02,TEST,BOWLING,92,216,Faheem Ashraf,,"292 v South Africa, 15/01/2019"
2024-03-02,TEST,BOWLING,93,212,Matthew Kuhnemann,,"255 v India, 05/03/2023"
2024-03-02,TEST,BOWLING,93,212,Michael Neser,,"254 v West Indies, 12/12/2022"
2024-03-02,TEST,BOWLING,95,195,Rachin Ravindra,,"217 v Australia, 04/03/2024"
2024-03-02,TEST,BOWLING,96,193,Dhananjaya de Silva,,"257 v New Zealand, 30/09/2024"
2024-03-02,TEST,BOWLING,96,193,Khaled Ahmed,,"259 v Sri Lanka, 07/04/2024"
2024-03-02,TEST,BOWLING,98,191,Agha Salman,,"201 v Sri Lanka, 20/07/2023"
2024-03-02,TEST,BOWLING,99,177,Khurram Shahzad,,"357 v Bangladesh, 03/09/2024"
2024-03-02,TEST,BOWLING,100,173,Mark Adair,,"343 v Zimbabwe, 29/07/2024"
2024-03-02,TEST,BOWLING,100,173,Mir Hamza,,"231 v Bangladesh, 03/09/2024"
2024-03-02,ODI,BATTING,1,824,Babar Azam,,"898 v West Indies, 10/06/2022"
2024-03-02,ODI,BATTING,2,801,Shubman Gill,,"847 v Australia, 24/09/2023"
2024-03-02,ODI,BATTING,3,768,Virat Kohli,,"911 v England, 12/07/2018"
2024-03-02,ODI,BATTING,4,746,Rohit Sharma,,"885 v Sri Lanka, 06/07/2019"
2024-03-02,ODI,BATTING,5,728,Daryl Mitchell,,"750 v India, 15/11/2023"
2024-03-02,ODI,BATTING,6,723,David Warner,,"880 v Pakistan, 26/01/2017"
2024-03-02,ODI,BATTING,6,723,Harry Tector,,"767 v Afghanistan, 07/03/2024"
2024-03-02,ODI,BATTING,8,707,Dawid Malan,,"730 v Netherlands, 08/11/2023"
2024-03-02,ODI,BATTING,9,701,Rassie van der Dussen,,"796 v England, 19/07/2022"
2024-03-02,ODI,BATTING,10,697,Heinrich Klaasen,,"756 v Bangladesh, 24/10/2023"
2024-03-02,ODI,BATTING,11,696,Pathum Nissanka,,"728 v Bangladesh, 15/03/2024"
2024-03-02,ODI,BATTING,12,689,Shreyas Iyer,,"710 v New Zealand, 15/11/2023"
2024-03-02,ODI,BATTING,13,682,Fakhar Zaman,,"784 v New Zealand, 29/04/2023"
2024-03-02,ODI,BATTING,14,676,Shai Hope,,"808 v Bangladesh, 17/05/2019"
2024-03-02,ODI,BATTING,15,672,Kariyawasa Asalanka,,"683 v Bangladesh, 15/03/2024"
2024-03-02,ODI,BATTING,15,672,Imam-ul-Haq,,"815 v West Indies, 12/06/2022"
2024-03-02,ODI,BATTING,17,669,Ibrahim Zadran,,"692 v Australia, 07/11/2023"
2024-03-02,ODI,BATTING,18,666,Lokesh Rahul,,"674 v South Africa, 19/12/2023"
2024-03-02,ODI,BATTING,19,654,David Miller,,"673 v Australia, 16/11/2023"
2024-03-02,ODI,BATTING,19,654,Travis Head,,"696 v England, 19/09/2024"
2024-03-02,ODI,BATTING,21,644,Steve Smith,,"752 v Pakistan, 22/01/2017"
2024-03-02,ODI,BATTING,22,626,Marnus Labuschagne,,"644 v England, 19/09/2024"
2024-03-02,ODI,BATTING,23,623,Aiden Markram,,"656 v Pakistan, 27/10/2023"
2024-03-02,ODI,BATTING,24,608,Paul Stirling,,"697 v Netherlands, 04/06/2021"
2024-03-02,ODI,BATTING,24,608,Rahmanullah Gurbaz,,"693 v Bangladesh, 11/11/2024"
2024-03-02,ODI,BATTING,26,601,Scott Edwards,,"648 v Bangladesh, 28/10/2023"
2024-03-02,ODI,BATTING,27,600,Glenn Maxwell,,"735 v India, 20/01/2016"
2024-03-02,ODI,BATTING,28,597,Jos Buttler,,"741 v Bangladesh, 08/06/2019"
2024-03-02,ODI,BATTING,28,597,Mohammad Rizwan,,"605 v Zimbabwe, 24/11/2024"
2024-03-02,ODI,BATTING,30,596,Temba Bavuma,,"691 v Australia, 12/09/2023"
2024-03-02,ODI,BATTING,30,596,Gerhard Erasmus,,"618 v UAE, 02/04/2023"
2024-03-02,ODI,BATTING,32,594,Rahmat Shah,,"635 v Sri Lanka, 27/11/2022"
2024-03-02,ODI,BATTING,32,594,Mushfiqur Rahim,,"739 v Sri Lanka, 25/05/2021"
2024-03-02,ODI,BATTING,34,589,Tom Latham,,"657 v Pakistan, 09/01/2023"
2024-03-02,ODI,BATTING,35,587,Sikandar Raza,,"627 v India, 22/08/2022"
2024-03-02,ODI,BATTING,36,583,Kane Williamson,,"799 v India, 09/07/2019"
2024-03-02,ODI,BATTING,37,580,Will Young,,"608 v Sri Lanka, 19/11/2024"
2024-03-02,ODI,BATTING,38,576,Ben Stokes,,"694 v New Zealand, 14/07/2019"
2024-03-02,ODI,BATTING,39,575,Sadeera Samarawickrama,,"575 v Afghanistan, 14/02/2024"
2024-03-02,ODI,BATTING,40,573,Jonny Bairstow,,"796 v India, 26/03/2021"
2024-03-02,ODI,BATTING,41,569,Jason Roy,,"782 v Australia, 11/07/2019"
2024-03-02,ODI,BATTING,42,568,Kusal Mendis,,"631 v Zimbabwe, 30/06/2017"
2024-03-02,ODI,BATTING,43,565,Nicholas Pooran,,"634 v Ireland, 12/01/2020"
2024-03-02,ODI,BATTING,43,565,Joe Root,,"824 v Sri Lanka, 13/10/2018"
2024-03-02,ODI,BATTING,45,562,Devon Conway,,"602 v Bangladesh, 13/10/2023"
2024-03-02,ODI,BATTING,46,560,Mitchell Marsh,,"641 v New Zealand, 06/12/2016"
2024-03-02,ODI,BATTING,47,554,Shakib Al Hasan,,"692 v Pakistan, 05/07/2019"
2024-03-02,ODI,BATTING,48,538,George Munsey,,"587 v Namibia, 10/07/2022"
2024-03-02,ODI,BATTING,49,536,Assad Vala,,"550 v Nepal, 27/02/2023"
2024-03-02,ODI,BATTING,49,536,Nazmul Shanto,,"610 v Afghanistan, 09/11/2024"
2024-03-02,ODI,BATTING,49,536,Azmatullah Omarzai,,"590 v South Africa, 20/09/2024"
2024-03-02,ODI,BATTING,52,534,Ishan Kishan,,"625 v Sri Lanka, 12/09/2023"
2024-03-02,ODI,BATTING,53,533,Sean Williams,,"571 v Sri Lanka, 02/07/2023"
2024-03-02,ODI,BATTING,54,532,Rachin Ravindra,,"560 v Sri Lanka, 09/11/2023"
2024-03-02,ODI,BATTING,55,530,Liton Liton Das,,"627 v Zimbabwe, 05/08/2022"
2024-03-02,ODI,BATTING,56,529,Mahmudullah,,"595 v India, 07/12/2022"
2024-03-02,ODI,BATTING,57,527,Andrew Balbirnie,,"584 v South Africa, 13/07/2021"
2024-03-02,ODI,BATTING,58,515,Hashmatullah Shahidi,,"545 v Netherlands, 03/11/2023"
2024-03-02,ODI,BATTING,59,513,Vriitya Aravind,,"538 v Oman, 21/06/2023"
2024-03-02,ODI,BATTING,60,512,Gajanand Singh,,"512 v UAE, 06/07/2023"
2024-03-02,ODI,BATTING,61,510,Aaron Jones,,"540 v Papua New Guinea, 02/04/2023"
2024-03-02,ODI,BATTING,62,509,Max O'Dowd,,"541 v United States, 21/08/2024"
2024-03-02,ODI,BATTING,63,508,Muhammad Waseem,,"511 v Nepal, 01/05/2023"
2024-03-02,ODI,BATTING,64,507,Tamim Iqbal,,"737 v West Indies, 28/07/2018"
2024-03-02,ODI,BATTING,65,506,Alex Carey,,"656 v New Zealand, 06/09/2022"
2024-03-02,ODI,BATTING,66,501,Aqib Ilyas,,"578 v United States, 11/02/2020"
2024-03-02,ODI,BATTING,66,501,Kyle Coetzer,,"647 v Ireland, 18/03/2018"
2024-03-02,ODI,BATTING,68,493,Monank Patel,,"554 v Papua New Guinea, 25/11/2022"
2024-03-02,ODI,BATTING,69,489,Michael Leask,,"491 v UAE, 23/06/2023"
2024-03-02,ODI,BATTING,70,488,Richard Berrington,,"535 v United States, 29/05/2022"
2024-03-02,ODI,BATTING,71,487,Zeeshan Maqsood,,"514 v Ireland, 19/06/2023"
2024-03-02,ODI,BATTING,72,481,Glenn Phillips,,"496 v India, 15/11/2023"
2024-03-02,ODI,BATTING,73,478,Aasif Sheikh,,"496 v Papua New Guinea, 13/03/2023"
2024-03-02,ODI,BATTING,73,478,Mohammad Mohammad Nabi,,"545 v Bangladesh, 28/09/2016"
2024-03-02,ODI,BATTING,75,476,Asif Khan,,"476 v United States, 06/07/2023"
2024-03-02,ODI,BATTING,75,476,Ayaan Khan,,"476 v West Indies, 05/07/2023"
2024-03-02,ODI,BATTING,75,476,Curtis Campher,,"496 v South Africa, 07/10/2024"
2024-03-02,ODI,BATTING,78,474,Kushal Bhurtel,,"474 v Netherlands, 25/02/2024"
2024-03-02,ODI,BATTING,79,464,Kashyap Prajapati,,"464 v West Indies, 05/07/2023"
2024-03-02,ODI,BATTING,80,463,Henry Nicholls,,"596 v Bangladesh, 20/03/2021"
2024-03-02,ODI,BATTING,81,462,Steven Taylor,,"501 v Jersey, 04/04/2023"
2024-03-02,ODI,BATTING,82,461,Michael van Lingen,,"536 v UAE, 26/09/2024"
2024-03-02,ODI,BATTING,83,460,Craig Ervine,,"524 v Afghanistan, 18/10/2015"
2024-03-02,ODI,BATTING,84,456,Tony de Zorzi,,"497 v Afghanistan, 22/09/2024"
2024-03-02,ODI,BATTING,85,453,Jatinder Singh,,"506 v UAE, 29/04/2023"
2024-03-02,ODI,BATTING,86,452,George Dockrell,,"460 v England, 23/09/2023"
2024-03-02,ODI,BATTING,87,448,Iftikhar Ahmed,,"453 v Bangladesh, 31/10/2023"
2024-03-02,ODI,BATTING,88,447,Towhid Hridoy,,"476 v Sri Lanka, 15/03/2024"
2024-03-02,ODI,BATTING,88,447,Shikhar Dhawan,,"813 v Pakistan, 23/09/2018"
2024-03-02,ODI,BATTING,90,446,Najibullah Zadran,,"555 v Sri Lanka, 30/11/2022"
2024-03-02,ODI,BATTING,91,444,Jan Nicol Loftie-Eaton,,"456 v United States, 22/09/2024"
2024-03-02,ODI,BATTING,91,444,Brandon King,,"478 v England, 06/11/2024"
2024-03-02,ODI,BATTING,93,443,Avishka Fernando,,"591 v South Africa, 02/09/2021"
2024-03-02,ODI,BATTING,94,442,R.K. Paudel,,"519 v Papua New Guinea, 27/02/2023"
2024-03-02,ODI,BATTING,95,440,Brandon McMullen,,"498 v United States, 31/10/2024"
2024-03-02,ODI,BATTING,95,440,Singh,,"484 v Oman, 11/11/2024"
2024-03-02,ODI,BATTING,97,438,Hardik Pandya,,"561 v England, 28/03/2021"
2024-03-02,ODI,BATTING,98,437,Bas de Leede,,"457 v Oman, 05/11/2024"
2024-03-02,ODI,BATTING,99,435,Matthew Cross,,"446 v UAE, 14/08/2022"
2024-03-02,ODI,BATTING,100,434,Haris Sohail,,"618 v Zimbabwe, 30/10/2020"
2024-03-02,ODI,BOWLING,1,716,Keshav Maharaj,,"741 v Australia, 16/11/2023"
2024-03-02,ODI,BOWLING,2,688,Josh Hazlewood,,"733 v England, 26/01/2018"
2024-03-02,ODI,BOWLING,3,686,Adam Zampa,,"698 v England, 19/09/2024"
2024-03-02,ODI,BOWLING,4,678,Mohammed Siraj,,"736 v New Zealand, 21/01/2023"
2024-03-02,ODI,BOWLING,5,665,Jasprit Bumrah,,"841 v West Indies, 01/11/2018"
2024-03-02,ODI,BOWLING,6,653,Mohammad Mohammad Nabi,,"657 v Zimbabwe, 09/06/2022"
2024-03-02,ODI,BOWLING,7,650,Shaheen Afridi,,"696 v Australia, 10/11/2024"
2024-03-02,ODI,BOWLING,8,647,Rashid Khan,,"806 v Pakistan, 21/09/2018"
2024-03-02,ODI,BOWLING,9,645,Kuldeep Yadav,,"765 v New Zealand, 26/01/2019"
2024-03-02,ODI,BOWLING,10,643,Trent Boult,,"775 v Australia, 11/09/2022"
2024-03-02,ODI,BOWLING,11,642,Bernard Scholtz,,"659 v UAE, 20/09/2024"
2024-03-02,ODI,BOWLING,12,637,Maheesh Theekshana,,"650 v New Zealand, 17/11/2024"
2024-03-02,ODI,BOWLING,13,629,Mohammad Shami,,"657 v New Zealand, 15/11/2023"
2024-03-02,ODI,BOWLING,14,604,Mark Watt,,"622 v West Indies, 01/07/2023"
2024-03-02,ODI,BOWLING,14,604,Mitchell Starc,,"783 v New Zealand, 29/03/2015"
2024-03-02,ODI,BOWLING,16,603,Mujeeb Ur Rahman,,"712 v Ireland, 24/01/2021"
2024-03-02,ODI,BOWLING,17,599,Kagiso Rabada,,"724 v England, 29/05/2017"
2024-03-02,ODI,BOWLING,18,596,Chris Woakes,,"711 v Sri Lanka, 04/07/2021"
2024-03-02,ODI,BOWLING,19,593,Matt Henry,,"691 v Bangladesh, 26/03/2021"
2024-03-02,ODI,BOWLING,20,586,Saurabh Netravalkar,,"597 v Nepal, 20/06/2023"
2024-03-02,ODI,BOWLING,21,582,Mitchell Santner,,"663 v England, 25/02/2018"
2024-03-02,ODI,BOWLING,22,572,Ravindra Jadeja,,"738 v Zimbabwe, 01/08/2013"
2024-03-02,ODI,BOWLING,23,566,Mark Adair,,"574 v South Africa, 02/10/2024"
2024-03-02,ODI,BOWLING,24,563,Rauf,,"618 v Australia, 10/11/2024"
2024-03-02,ODI,BOWLING,25,561,Shakib Al Hasan,,"717 v Zimbabwe, 05/11/2009"
2024-03-02,ODI,BOWLING,26,548,Richard Ngarava,,"553 v Sri Lanka, 08/01/2024"
2024-03-02,ODI,BOWLING,27,546,Andy McBrine,,"646 v West Indies, 16/01/2022"
2024-03-02,ODI,BOWLING,28,545,Pat Cummins,,"729 v Pakistan, 12/06/2019"
2024-03-02,ODI,BOWLING,29,543,Wanindu De Silva,,"597 v West Indies, 23/10/2024"
2024-03-02,ODI,BOWLING,30,541,Adil Rashid,,"687 v Sri Lanka, 20/10/2018"
2024-03-02,ODI,BOWLING,31,537,Marco Jansen,,"573 v New Zealand, 01/11/2023"
2024-03-02,ODI,BOWLING,32,535,Lungi Ngidi,,"621 v Australia, 04/03/2020"
2024-03-02,ODI,BOWLING,33,530,Sean Abbott,,"530 v West Indies, 06/02/2024"
2024-03-02,ODI,BOWLING,33,530,Akeal Hosein,,"597 v South Africa, 21/03/2023"
2024-03-02,ODI,BOWLING,35,528,Joshua Little,,"533 v Zimbabwe, 21/01/2023"
2024-03-02,ODI,BOWLING,36,523,Aryan Dutt,,"542 v UAE, 09/11/2024"
2024-03-02,ODI,BOWLING,36,523,Mohammad Shoriful Islam,,"563 v Afghanistan, 06/11/2024"
2024-03-02,ODI,BOWLING,38,520,Dilshan Madushanka,,"551 v Bangladesh, 15/03/2024"
2024-03-02,ODI,BOWLING,39,515,Reece Topley,,"558 v South Africa, 21/10/2023"
2024-03-02,ODI,BOWLING,40,505,Aayan Afzal Khan,,"517 v Sri Lanka, 19/06/2023"
2024-03-02,ODI,BOWLING,40,505,Mohammad Wasim,,"505 v England, 11/11/2023"
2024-03-02,ODI,BOWLING,42,504,Christopher Sole,,"511 v Zimbabwe, 04/07/2023"
2024-03-02,ODI,BOWLING,43,503,Alzarri Joseph,,"625 v South Africa, 21/03/2023"
2024-03-02,ODI,BOWLING,44,502,Sandeep Lamichhane,,"595 v Papua New Guinea, 13/03/2023"
2024-03-02,ODI,BOWLING,44,502,Mehidy Hasan,,"725 v Sri Lanka, 25/05/2021"
2024-03-02,ODI,BOWLING,46,501,Ruben Trumpelmann,,"522 v Nepal, 15/02/2024"
2024-03-02,ODI,BOWLING,47,500,Tabraiz Shamsi,,"597 v Bangladesh, 20/03/2022"
2024-03-02,ODI,BOWLING,48,499,Bilal Khan,,"545 v United States, 12/06/2022"
2024-03-02,ODI,BOWLING,49,497,Mustafizur Rahman,,"695 v West Indies, 14/12/2018"
2024-03-02,ODI,BOWLING,49,497,Jofra Archer,,"642 v Australia, 13/09/2020"
2024-03-02,ODI,BOWLING,51,494,Fazalhaq Farooqi,,"544 v Pakistan, 24/08/2023"
2024-03-02,ODI,BOWLING,52,492,Sikandar Raza,,"507 v Pakistan, 24/11/2024"
2024-03-02,ODI,BOWLING,53,486,Gudakesh Motie-Kanhai,,"610 v England, 06/11/2024"
2024-03-02,ODI,BOWLING,54,485,Lalit Rajbanshi,,"492 v Canada, 16/09/2024"
2024-03-02,ODI,BOWLING,55,484,Craig Young,,"504 v South Africa, 07/10/2024"
2024-03-02,ODI,BOWLING,55,484,Lockie Ferguson,,"668 v West Indies, 22/06/2019"
2024-03-02,ODI,BOWLING,57,483,Zeeshan Maqsood,,"510 v Ireland, 19/06/2023"
2024-03-02,ODI,BOWLING,58,481,Logan van Beek,,"529 v Afghanistan, 03/11/2023"
